ID,Klimt_presence,Klimt_presence_audio,Klimt_gaze,Klimt_gaze_percent,Klimt_saccade_rate,Klimt_engagement,Klimt_valence,Klimt_emotions,van Dongen_presence,van Dongen_presence_audio,van Dongen_gaze,van Dongen_gaze_percent,van Dongen_saccade_rate,van Dongen_engagement,van Dongen_valence,van Dongen_emotions,Braque_presence,Braque_presence_audio,Braque_gaze,Braque_gaze_percent,Braque_saccade_rate,Braque_engagement,Braque_valence,Braque_emotions,Pollock_presence,Pollock_presence_audio,Pollock_gaze,Pollock_gaze_percent,Pollock_saccade_rate,Pollock_engagement,Pollock_valence,Pollock_emotions,de Chirico_presence,de Chirico_presence_audio,de Chirico_gaze,de Chirico_gaze_percent,de Chirico_saccade_rate,de Chirico_engagement,de Chirico_valence,de Chirico_emotions,Janco_presence,Janco_presence_audio,Janco_gaze,Janco_gaze_percent,Janco_saccade_rate,Janco_engagement,Janco_valence,Janco_emotions,Picasso_presence,Picasso_presence_audio,Picasso_gaze,Picasso_gaze_percent,Picasso_saccade_rate,Picasso_engagement,Picasso_valence,Picasso_emotions
134,87.82,100.94,76.58,87.2,0.85,Moderate Engagement,,"surprise,surprise,surprise,surprise,neutral,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,neutral,surprise,neutral,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise",78.27,96.63,69.75,89.11,0.76,Moderate Engagement,,"neutral,neutral,neutral,surprise,neutral,neutral,surprise,neutral,neutral,surprise,neutral,surprise,neutral,neutral,surprise,surprise,surprise,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,surprise,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral",68.97,91.96,52.17,75.64,0.86,Moderate Engagement,,"surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",90.38,103.89,53.95,59.69,1.2,Moderate Engagement,,"neutral,surprise,surprise,neutral,surprise,surprise,surprise,neutral,surprise,surprise,neutral,surprise,neutral,surprise,neutral,surprise,surprise,surprise,surprise,surprise,neutral,neutral,neutral,neutral,neutral,surprise,neutral,surprise,surprise,surprise,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise",46.0,95.83,30.6,66.52,1.41,Moderate Engagement,,"neutral,neutral,neutral,surprise,surprise,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral,surprise,neutral",66.15,101.77,61.05,92.29,0.74,Moderate Engagement,,"surprise,surprise,surprise,surprise,surprise,neutral,surprise,neutral,neutral,surprise,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,surprise",55.12,91.87,49.82,90.38,0.5,High Engagement,,"neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,anger,surprise,anger,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral"
135,80.63,92.68,64.75,80.31,0.88,Moderate Engagement,,"neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,anger,neutral,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,neutral,neutral,anger,neutral,neutral,anger,anger,neutral,anger,neutral,anger,neutral,neutral,neutral,neutral",77.15,95.25,65.53,84.94,0.76,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",67.18,89.57,57.02,84.88,0.39,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",80.35,92.36,64.95,80.83,0.25,High Engagement,,"neutral,neutral,joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,anger,anger,anger,anger,anger,anger,neutral,anger,anger,anger,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral",52.4,109.17,41.0,78.24,0.41,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,anger,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral",70.13,107.89,55.38,78.97,1.19,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger",58.47,97.45,53.65,91.76,0.06,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral"
136,95.98,110.32,78.0,81.27,0.99,Moderate Engagement,,"joy,surprise,joy,joy,surprise,joy,joy,surprise,joy,joy,joy,joy,surprise,joy,joy,joy,joy,joy,surprise,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,surprise,joy,joy,joy,joy,surprise,surprise,neutral,joy,neutral,joy,joy,joy,joy,joy,joy,joy,surprise,joy",111.13,137.2,76.17,68.54,0.59,Moderate Engagement,,"joy,joy,joy,joy,joy,joy,joy,joy,surprise,neutral,anger,surprise,joy,joy,neutral,joy,joy,joy,joy,joy,neutral,neutral,joy,joy,joy,joy,neutral,neutral,joy,neutral,joy,joy,neutral,joy,joy,neutral,neutral,neutral,joy,neutral,joy,anger,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,neutral,neutral",88.25,117.67,70.68,80.09,0.55,Moderate Engagement,,"joy,neutral,joy,joy,neutral,neutral,joy,joy,neutral,joy,neutral,joy,joy,neutral,neutral,neutral,neutral,neutral,joy,neutral,joy,joy,joy,joy,joy,neutral,joy,neutral,neutral,joy,joy,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy",111.03,127.62,77.15,69.49,0.57,Moderate Engagement,,"joy,joy,surprise,surprise,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,neutral,joy,neutral,neutral,neutral,joy,anger,neutral,anger,sadness,joy,neutral,neutral,anger,joy,joy,neutral,joy,joy,joy,neutral,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy",48.77,101.6,40.25,82.53,0.45,High Engagement,,"surprise,joy,neutral,neutral,joy,joy,neutral,neutral,neutral,joy,joy,joy,neutral,neutral,neutral,joy,joy,neutral,joy,joy,neutral,joy,neutral,joy,neutral",74.07,113.95,64.77,87.44,2.21,Low Engagement,,"joy,joy,joy,joy,joy,joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,joy,joy,neutral,neutral,neutral,neutral,joy,joy,joy,joy,neutral,neutral,joy,joy,joy,joy,joy,joy,joy,joy,joy,neutral,neutral,neutral,neutral",64.27,107.12,56.7,88.22,0.76,Moderate Engagement,,"joy,joy,joy,joy,joy,neutral,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,anger,anger,joy,joy,joy,joy,anger,anger,anger,anger,neutral,joy,joy,joy,joy,neutral"
137,51.15,58.79,34.43,67.31,1.34,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",81.7,100.86,72.15,88.31,0.33,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",77.5,103.33,52.63,67.91,1.03,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",110.65,127.18,63.35,57.25,0.47,High Engagement,,"neutral,neutral,neutral,neutral,joy,joy,joy,neutral,anger,anger,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,sadness,neutral,neutral",50.75,105.73,21.43,42.23,2.05,Low Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",67.58,103.97,60.53,89.57,0.5,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",59.05,98.42,54.43,92.18,0.2,High Engagement,,"neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral"
138,64.3,73.91,53.55,83.28,0.8,Moderate Engagement,,"neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,anger,neutral,neutral,anger,neutral,neutral,anger,neutral,neutral,neutral,anger,anger,neutral,neutral,anger",73.72,91.01,56.72,76.94,1.11,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",56.33,75.11,40.43,71.77,1.85,Low Engagement,,"neutral,neutral,neutral,sadness,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral",78.47,90.2,47.93,61.08,1.15,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,anger,neutral,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,anger,anger,anger,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",40.03,83.4,30.42,75.99,1.05,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger",63.6,97.85,51.7,81.29,1.18,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,surprise,surprise,neutral,surprise,surprise,neutral,neutral,neutral,surprise,anger,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",20.98,34.97,18.85,89.85,2.39,Low Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral"
139,91.28,104.92,70.43,77.16,1.41,Moderate Engagement,,"surprise,surprise,surprise,neutral,surprise,neutral,neutral,anger,neutral,neutral,anger,anger,anger,neutral,neutral,surprise,surprise,anger,anger,neutral,surprise,neutral,neutral,surprise,surprise,surprise,anger,neutral,neutral,anger,anger,neutral,surprise,neutral,anger,anger,surprise,neutral,anger,surprise,surprise,anger,sadness,surprise,neutral,neutral",78.43,96.83,48.62,61.99,0.91,Moderate Engagement,,"neutral,joy,anger,neutral,neutral,anger,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,sadness,anger,sadness,anger,anger,surprise,neutral,neutral,sadness,neutral,neutral,neutral,neutral,joy",17.52,23.36,13.47,76.88,1.78,Low Engagement,,"neutral,joy,neutral,neutral,surprise,neutral,anger,neutral,neutral",103.52,118.99,57.27,55.32,0.86,Moderate Engagement,,"surprise,surprise,surprise,surprise,surprise,surprise,surprise,joy,joy,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,anger,anger,neutral,surprise,surprise,surprise,sadness,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,anger,neutral,anger,anger,neutral,anger,anger,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,surprise,surprise,surprise",60.0,125.0,44.45,74.08,0.79,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,anger,neutral,neutral,anger,anger,neutral,neutral,anger,anger,neutral,sadness,neutral,neutral,neutral,neutral,neutral",86.65,133.31,71.23,82.2,0.55,Moderate Engagement,,"neutral,neutral,neutral,surprise,surprise,surprise,surprise,neutral,surprise,neutral,neutral,neutral,neutral,surprise,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral,neutral,anger,surprise,anger,anger,surprise",52.28,87.13,36.95,70.68,0.97,Moderate Engagement,,"neutral,anger,sadness,anger,anger,anger,neutral,anger,neutral,neutral,sadness,surprise,neutral,sadness,sadness,surprise,surprise,neutral,neutral,anger,sadness,neutral,anger,anger,anger,anger,neutral"
140,86.47,99.39,78.95,91.3,0.85,Moderate Engagement,,"joy,joy,joy,surprise,surprise,surprise,joy,anger,surprise,surprise,surprise,surprise,surprise,anger,anger,joy,anger,anger,surprise,surprise,surprise,neutral,surprise,surprise,neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,surprise,surprise,neutral,anger,surprise,surprise,neutral,neutral,sadness,surprise,surprise,neutral",78.07,96.38,55.57,71.18,1.33,Moderate Engagement,,"anger,joy,joy,surprise,surprise,anger,anger,anger,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,surprise,surprise,surprise,neutral,sadness,sadness,sadness,surprise,anger,anger,anger,anger,anger,neutral,neutral,neutral,anger",96.35,128.47,67.08,69.62,1.98,Low Engagement,,"neutral,anger,anger,anger,surprise,anger,anger,joy,joy,neutral,surprise,neutral,neutral,neutral,surprise,anger,anger,surprise,surprise,surprise,surprise,surprise,anger,surprise,neutral,neutral,anger,surprise,surprise,surprise,surprise,surprise,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,neutral,surprise,anger,neutral",93.77,107.78,61.47,65.55,0.81,Moderate Engagement,,"neutral,neutral,surprise,neutral,neutral,joy,neutral,anger,anger,anger,anger,anger,anger,anger,anger,surprise,surprise,surprise,neutral,joy,neutral,neutral,surprise,surprise,neutral,surprise,anger,surprise,anger,neutral,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,neutral,surprise,neutral,neutral,neutral",53.03,110.48,39.98,75.39,0.88,Moderate Engagement,,"neutral,neutral,anger,surprise,surprise,surprise,neutral,anger,anger,anger,surprise,anger,anger,anger,anger,neutral,anger,joy,joy,anger,anger,anger,anger,neutral,anger,neutral,surprise",80.18,123.35,67.05,83.62,1.19,Moderate Engagement,,"neutral,surprise,neutral,neutral,surprise,surprise,surprise,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,sadness,neutral,neutral,joy,joy,anger,anger,anger,anger,anger,anger,surprise,surprise,neutral,anger,anger,anger,neutral,anger,neutral,surprise",65.7,109.5,59.53,90.61,0.39,High Engagement,,"neutral,anger,surprise,neutral,anger,neutral,neutral,joy,surprise,anger,anger,anger,anger,surprise,surprise,neutral,anger,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral"
141,93.58,107.56,73.55,78.6,0.99,Moderate Engagement,,"surprise,surprise,joy,joy,surprise,surprise,joy,joy,joy,surprise,surprise,joy,surprise,surprise,surprise,joy,surprise,surprise,neutral,surprise,surprise,joy,joy,surprise,surprise,surprise,surprise,anger,neutral,surprise,surprise,surprise,surprise,joy,joy,joy,joy,surprise,surprise,anger,joy,neutral,anger,joy,surprise,surprise,surprise",81.55,100.68,51.88,63.62,0.6,Moderate Engagement,,"joy,anger,anger,joy,joy,joy,neutral,neutral,joy,neutral,surprise,neutral,neutral,neutral,joy,surprise,surprise,neutral,neutral,anger,anger,anger,neutral,anger,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,joy,joy,joy",69.92,93.23,53.42,76.4,0.54,Moderate Engagement,,"surprise,joy,surprise,joy,joy,joy,surprise,neutral,surprise,surprise,neutral,neutral,surprise,neutral,surprise,surprise,neutral,anger,neutral,anger,surprise,anger,surprise,anger,neutral,neutral,anger,neutral,neutral,surprise,surprise,anger,anger,neutral,anger",104.15,119.71,70.68,67.86,0.51,Moderate Engagement,,"joy,joy,joy,joy,joy,joy,joy,joy,joy,neutral,neutral,joy,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,neutral,anger,surprise,surprise,anger,surprise,anger,anger,anger,surprise,surprise,anger,anger,anger,surprise,surprise,surprise,anger,joy,joy,joy,surprise,neutral,neutral,neutral,surprise,surprise,surprise",50.5,105.21,37.97,75.19,0.26,High Engagement,,"joy,joy,neutral,neutral,surprise,neutral,surprise,surprise,surprise,neutral,neutral,neutral,surprise,neutral,surprise,surprise,neutral,neutral,surprise,neutral,surprise,anger,anger,surprise,surprise,surprise",67.85,104.38,51.37,75.71,0.6,Moderate Engagement,,"joy,surprise,joy,joy,joy,joy,joy,surprise,neutral,surprise,surprise,neutral,joy,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,surprise,neutral,neutral,neutral,surprise,neutral,surprise,neutral,neutral,neutral",57.12,95.2,40.67,71.2,0.25,High Engagement,,"neutral,anger,anger,surprise,surprise,neutral,neutral,surprise,surprise,surprise,surprise,surprise,surprise,surprise,surprise,neutral,surprise,neutral,neutral,surprise,anger,anger,anger,joy,joy,anger,surprise,neutral,neutral"
142,77.5,89.08,69.9,90.19,0.63,Moderate Engagement,,"joy,joy,surprise,surprise,surprise,neutral,neutral,anger,surprise,surprise,surprise,surprise,surprise,neutral,surprise,surprise,surprise,surprise,surprise,neutral,surprise,neutral,surprise,surprise,neutral,surprise,neutral,neutral,surprise,surprise,neutral,neutral,surprise,surprise,surprise,surprise,surprise,neutral,neutral",71.0,87.65,65.02,91.58,0.46,High Engagement,,"neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",74.87,99.83,57.97,77.43,0.45,High Engagement,,"joy,joy,joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,neutral,anger",79.77,91.69,71.1,89.13,0.3,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,surprise,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,surprise,neutral,surprise,surprise,neutral",45.93,95.69,37.3,81.21,0.29,High Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",69.02,106.18,62.13,90.02,0.84,Moderate Engagement,,"surprise,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,sadness,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral",65.83,109.72,57.1,86.74,0.39,High Engagement,,"surprise,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral"
143,8.63,9.92,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,,0.0,0.0,0.0,0.0,0.0,High Engagement,,
144,86.47,99.39,78.95,91.3,0.85,Moderate Engagement,,"joy,joy,joy,surprise,surprise,surprise,joy,anger,surprise,surprise,surprise,surprise,surprise,anger,anger,joy,anger,anger,surprise,surprise,surprise,neutral,surprise,surprise,neutral,neutral,neutral,surprise,surprise,neutral,neutral,neutral,surprise,surprise,neutral,anger,surprise,surprise,neutral,neutral,sadness,surprise,surprise,neutral",78.07,96.38,55.57,71.18,1.33,Moderate Engagement,,"anger,joy,joy,surprise,surprise,anger,anger,anger,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,surprise,surprise,surprise,neutral,sadness,sadness,sadness,surprise,anger,anger,anger,anger,anger,neutral,neutral,neutral,anger",96.35,128.47,67.08,69.62,1.98,Low Engagement,,"neutral,anger,anger,anger,surprise,anger,anger,joy,joy,neutral,surprise,neutral,neutral,neutral,surprise,anger,anger,surprise,surprise,surprise,surprise,surprise,anger,surprise,neutral,neutral,anger,surprise,surprise,surprise,surprise,surprise,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,neutral,surprise,anger,neutral",93.77,107.78,61.47,65.55,0.81,Moderate Engagement,,"neutral,neutral,surprise,neutral,neutral,joy,neutral,anger,anger,anger,anger,anger,anger,anger,anger,surprise,surprise,surprise,neutral,joy,neutral,neutral,surprise,surprise,neutral,surprise,anger,surprise,anger,neutral,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,anger,neutral,surprise,neutral,neutral,neutral",53.03,110.48,39.98,75.39,0.88,Moderate Engagement,,"neutral,neutral,anger,surprise,surprise,surprise,neutral,anger,anger,anger,surprise,anger,anger,anger,anger,neutral,anger,joy,joy,anger,anger,anger,anger,neutral,anger,neutral,surprise",80.18,123.35,67.05,83.62,1.19,Moderate Engagement,,"neutral,surprise,neutral,neutral,surprise,surprise,surprise,neutral,neutral,surprise,surprise,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,sadness,neutral,neutral,joy,joy,anger,anger,anger,anger,anger,anger,surprise,surprise,neutral,anger,anger,anger,neutral,anger,neutral,surprise",65.7,109.5,59.53,90.61,0.39,High Engagement,,"neutral,anger,surprise,neutral,anger,neutral,neutral,joy,surprise,anger,anger,anger,anger,surprise,surprise,neutral,anger,anger,anger,anger,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,surprise,surprise,neutral,neutral"
145,81.88,94.11,64.52,78.8,0.42,High Engagement,,"joy,joy,joy,joy,neutral,joy,neutral,neutral,joy,neutral,neutral,neutral,neutral,joy,joy,neutral,neutral,joy,joy,joy,neutral,neutral,joy,neutral,neutral,anger,neutral,neutral,neutral,anger,anger,joy,neutral,neutral,neutral,neutral,joy,joy,joy,joy,joy",75.2,92.84,61.03,81.16,0.43,High Engagement,,"joy,joy,neutral,neutral,neutral,neutral,neutral,joy,neutral,neutral,neutral,neutral,neutral,anger,anger,neutral,anger,anger,neutral,neutral,anger,anger,anger,anger,neutral,neutral,anger,neutral,neutral,sadness,joy,neutral,neutral,neutral,joy,joy,joy,joy",66.53,88.71,48.72,73.23,0.51,Moderate Engagement,,"joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,joy,joy,neutral,neutral,neutral,neutral,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,neutral,neutral,neutral,neutral,neutral,joy,joy",55.45,63.74,40.7,73.4,0.71,Moderate Engagement,,"joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,joy,neutral,joy,neutral,neutral,neutral,neutral,neutral,neutral,joy,joy,neutral,neutral,joy,joy,joy,joy,joy,joy,joy",47.82,99.62,28.52,59.64,0.6,Moderate Engagement,,"joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,joy",65.87,101.34,56.38,85.59,0.46,High Engagement,,"neutral,joy,joy,joy,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,anger,neutral,neutral,anger,anger,neutral,neutral,neutral,neutral,anger,neutral,neutral,anger",57.75,96.25,52.95,91.69,0.7,Moderate Engagement,,"neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,joy,neutral,neutral,neutral,joy"
